Link,Heading,Content,start_position,end_position
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Benefits of clear task ownership,"Assigned tasks have a higher completion rate; that's why actionable tasks should always have an assignee who is responsible for the task's completion. When a task has an assignee, it's clear to everyone who is responsible for getting that work done. Learn more about assigning tasks in Asana.",0,292
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Setting start and due dates,"Actionable tasks should have a due date to keep track of your tasks and meet deadlines. You can also add start dates to specify when the work should start. If a due date needs to be changed, it's best practice to comment on the task and @mention the person who assigned it to let them know why the due date has been pushed back. If you assign tasks to yourself, give them a due date to increase productivity.",0,408
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Subtasks,Subtasks are used to break up the work of a task into smaller parts or to help share the workload with multiple people. Subtasks function like independent tasks with the same fields as a parent task and are embedded within a parent task.,0,237
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Milestones,"Milestones mark significant progress points along a project timeline. You can create a milestone or turn existing tasks into milestones. Examples of milestones include: Hitting a revenue target, Confirming an event site, Completing significant pieces of work that unblock the next phase of a project.",0,300
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Approvals,"You can turn any task or subtask into an approval by clicking the three dot icon, and selecting Mark as Approval. This is a way of quickly receiving feedback on a task that needs approval. Approvers can easily see what's needed and can “Approve”, “Request changes”, or “Reject” a task. As the requester, you'll receive inbox notifications when action is taken on the task.",0,372
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Follow-up tasks,"A follow-up task is a standalone task created from an existing Asana task. It can be a reminder to follow up on the original task later. Unlike subtasks, the follow-up task has no affiliation with the parent task. You can create a follow-up task from any task or subtask. To create a follow-up task: Open the task you wish to follow up on, Click on the three dot icon, Select Create follow-up task. This creates a new task with the following default characteristics, all of which you can edit",0,492
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Dependencies,"The completion of certain tasks may depend on other work being finished first. Task dependencies help work happen in the correct order and at the right time. Dependencies are the relationships among tasks that determine the order in which activities must be performed. With task dependencies, you can mark a task as “blocking” or “blocked by” another task.",0,356
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Multi-homing,"Multi-homing is adding the same task to multiple projects in Asana. Every change made to the task, such as comments, attachments, changes to due dates, etc., will be reflected across all projects, eliminating the need to update the task in each project individually. Multi-homing avoids duplication by centralizing work; keeping various teams in the loop without providing individual updates. From the task details pane: Navigate to the Projects field, click Add to projects and type the project name Or click the three dot icon and select Add to another project",0,562
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Using task templates,Task templates make it easy to standardize tasks in your project and quickly set up the same tasks repeatedly without starting from scratch. You can convert existing tasks into templates or create new ones to save time. Follow these step-by-step instructions to create task templates.,0,284
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Tips on using task templates,"Use 'template' or 'duplicate me' in the task title to quickly find them when searching and to ensure nobody accidentally modifies it. Converting a task to a template closes the original task. Duplicate the task by clicking the three dot icon in the top right corner of the task, then selecting Duplicate task.",0,309
https://help.asana.com/hc/en-us/articles/14250783001627-How-Asana-works,How Asana works,"Whether you are working on a simple task or a complex project, Asana makes it easy to collaborate, streamline workflows, and achieve your goals. In this article, you'll learn what's possible with Asana and understand how Asana is structured. Get started with a free Asana trial today.",0,284
https://help.asana.com/hc/en-us/articles/14250783001627-How-Asana works,What is Asana?,"Asana is a comprehensive work management tool designed to help individuals and teams keep track of tasks, delegate responsibilities, monitor progress, and communicate in real-time. By providing a centralized platform for collaboration, Asana helps teams stay organized and focused, ensuring that projects are completed on time.",0,327
https://help.asana.com/hc/en-us/articles/14250783001627-How Asana works,What can you do in Asana?,"Whether you're an individual contributor seeking to manage personal tasks or a manager overseeing complex projects, Asana provides the tools to help you work more efficiently and effectively.",0,191
https://help.asana.com/hc/en-us/articles/14250783001627-How Asana works,Coordination and collaboration,"Asana allows you to collaborate with teammates in real-time, ensuring seamless teamwork and timely task completion. Features like multi-homing and @mention help different stakeholders stay informed about the progress of a task. With multi-homing, one task can belong to multiple projects simultaneously without duplication. For example, your Finance team and Legal teams may need to collaborate on the same task but have different projects where they are tracking progress. The task can live in both projects, and all updates made to the task will be mirrored on both projects. As a result, both teams can remain updated on the task's progress, avoiding silos.",0,660
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Collaborating in Asana,"This article will help you discover the key components of successful collaboration in Asana. From writing detailed task descriptions to effectively using comments, likes, and appreciations.",0,189
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Assigning tasks,"A task represents the smallest actionable piece of work that serves your ultimate goal. As core building blocks of Asana, tasks are where most of your collaboration will take place. One of the best ways to collaborate is to assign someone a task. Assigning tasks isn't just for managers, team leads, or those who manage large projects. If you need something from a colleague, assign them a task. If you need to distribute work amongst your team, assign that work with tasks. Where to begin with assigning tasks? A well-crafted task will answer three questions: who is doing what, and by when? See the article Creating effective tasks in Asana for more on how to write great tasks.",0,680
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Task descriptions,"Getting a task's title right is a great starting point, but the task description is where the context about the work to be done lives. Write detailed instructions, quick bullet points, insert tables and images, or just link to important resources, spreadsheets, and even other Asana tasks.",0,289
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Adding and removing collaborators,"Add collaborators to your tasks by clicking the + at the bottom of the task pane, below the comment section. Another way to add a new collaborator to a task is to @mention them in a comment or in the task description; type @ and immediately begin to type their name or email address. Your chosen collaborator's profile will appear in the typeahead - click on them or hit enter, and your colleague will be added to the task as a collaborator. They'll receive inbox notifications about any updates on this task going forward—more on @mentioning below.",0,549
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Commenting and @mentioning,"Commenting on a task is a great way to move work forward. Use comments to ask questions and share updates or resources. When you comment on a task, all its collaborators receive an inbox notification to keep them in the loop. Make sure your message gets seen by @mentioning a colleague in your comment. This way, you'll force an inbox notification on their end. As a rule of thumb, if you @mention someone, they will likely see it. Think of it like CC'ing someone on an email. If a task is no longer relevant or is too noisy due to frequent updates, a collaborator can click the bell icon in the bottom-right corner of the task pane and select Leave task. They won't receive inbox notifications about the task anymore. You can also @mention other tasks, projects, portfolios, and goals in your comments and task descriptions. Asana will replace the URL with a vanity link so the work item's name will appear wherever you @mention it, instead of a URL that's impossible to recognize.",0,982
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Likes and appreciations,"What are likes for? Likes don't have a concrete meaning, but are often used to signal your approval or quickly let someone know you've read their update. You can like tasks, comments, and even the fact that someone has completed a task. Likes are a great way to say “I've seen this,” “I like this,” “Good job,” or “I agree” without having to type anything at all. You can even conduct a simple poll by asking colleagues to vote on different tasks in your project - the more likes, the more votes. Appreciations are another way to celebrate a win or make a big deal about a significant update. Getting a big chunk of work over the line might call for a surfing yeti, or you might choose to celebrate someone's achievement with a narwhal jumping through a hoop. Choose from twelve different animations by clicking the Appreciations button in the comment toolbar.",0,860
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,What does collaboration look like in Asana?,"If you're a collaborator on a task, you will receive updates about that task in your Asana Inbox. Some tasks only require passive collaboration, like keeping an eye on how work is progressing by receiving updates when custom field values change, or reading stakeholder comments as they discuss their next move. Some tasks will require more active collaboration, where you'll need to write comments, @mention colleagues and other tasks, update the task description, change the task's due date, and maybe even the assignee. While you're taking action inside the task, your collaborators receive updates about your actions in their inbox - just as you receive them when someone else moves the work forward.",0,703
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Completing tasks,"Don't be afraid to click Mark complete. If you think the work is done, complete the task; the task can be reopened if more work is necessary. Completing a task doesn't delete the task or remove it from your project. Depending on how the project filters are set, a completed task might not appear for you anymore, but it's easy to find it again if needed. Set your filter to Completed tasks or remove the filter altogether, and you'll see completed tasks again. Task collaborators will receive an inbox notification when you complete a task. They might like the notification, send you an appreciation or a comment, or if they think there's more to cover, they can reopen the task by clicking ✓ Completed in the task pane.",0,720
https://help.asana.com/hc/en-us/articles/20160154656923-Create-tasks-in-Asana,Fitting Asana in with your other tools,"Asana integrates with your existing tool stack. You can pull the most important information from emails, documents, and other applications into your Asana tasks and projects where you can most effectively collaborate on the work to be done. Asana offers multiple ways to use Asana and email, from turning emails into tasks to emailing messages to Asana teams to integrating directly with your favorite communication tools. Emails contain a lot of information, and sometimes important action items can get buried in long threads. Use the Gmail or Outlook integrations to create clear, actionable tasks in Asana without leaving your inbox. Communication isn't restricted to email, of course. Many teams use different tools like MS Teams and Power BI from Microsoft or Google Drive and Looker from Google throughout their day. Whatever the combination, Asana integrates with hundreds of such applications.",0,902
https://help.asana.com/hc/en-us/articles/14140577435931-Save-time-in-Asana,Save time in Asana,"Asana was designed to help you get work done, instead of doing work about work. Try out these features designed to help you save time.",0,134
https://help.asana.com/hc/en-us/articles/14140577435931-Save-time-in-Asana,Import project plans from spreadsheets,"Ideally your team moves away from spreadsheet planning by directly planning in Asana, but you can import them with our CSV importer. The importer seamlessly takes your rows and columns and maps them to an Asana project with tasks, assignees, due dates, and more. You can add information from the CSV file into an empty or existing project.",0,339
https://help.asana.com/hc/en-us/articles/14140577435931-Save-time-in-Asana,Bulk edit with multi-select,"Most likely you've used multi-select in other programs, and it's just as useful in Asana. In list view only to multi-select several tasks just click then hold down Shift and click the up or down arrow. In list and board views use Command or Control to select tasks individually. Once you multi-select tasks, you can take mass actions on them: Bulk assign them to the same person, Give them all the same due date, Drag and drop them elsewhere, Tag all tasks, Associate another project to all tasks, Mark all tasks incomplete/complete, Delete or merge all tasks, Add a collaborator",0,579
https://help.asana.com/hc/en-us/articles/14140577435931-Save-time-in-Asana,Take action with keyboard shortcuts,"One of the keys to saving time in Asana is learning keyboard shortcuts. You can see all keyboard shortcuts here or by typing Cmd+/ or Ctrl/ in Asana (it's a keyboard shortcut for keyboard shortcuts!) Check out our favorites: Tab+Q - Quick Add task, Tab+M - Assign to me, Tab+X - Focus mode (so you can only see the task), Tab+S - Add a subtask, Tab+N - Create a section, Tab+↵ - Jump to task list/main pane",0,406
https://help.asana.com/hc/en-us/articles/14140577435931-Save-time-in-Asana,Assign copies of a task,"You can assign copies of a task to multiple teammates, or even to a whole team, with just a couple of clicks from the task assignee field. Click the assignee field in any task then select the assign copies icon. Next, type the names of the teammates or teams you want to assign the copies to. When to assign copies of a task: When you need feedback on your work, assign copies of a review task to all the relevant stakeholders for comments or approval. When routine work needs to get done, like open enrollment for benefits, assign task copies to make sure each teammate gets it done by the deadline and has all the information they need. Assign copies for each team member to add agenda items to your team's weekly meeting project prior to your next meeting.",0,759
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Navigating Asana,"Asana is a comprehensive work management tool designed to help individuals and teams keep track of tasks, delegate responsibilities, monitor progress, and communicate in real-time. Whether you are working on a simple task or a complex project, Asana makes it easy to collaborate, streamline workflows, and achieve your goals. Asana's interface is divided into 5 areas: Sidebar - access homepage, My tasks, inbox, teams, and projects in your workspace or organization; Header - contains the...",0,492
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Changing your sidebar's color,"Click on your avatar on the top right corner. From the drop-down menu, select Settings and click on the Display tab to toggle the color setting for your sidebar.",0,161
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Starred,"Star projects, portfolios, people, dashboards, saved searches, and teams to save and bookmark them on your sidebar for easier access. Simply navigate to the desired page and click on the star icon next to the title at the top of the page. The Starred section can be used to curate work that is top of mind for you or that you access often, like a favorites list. Only you see what you've starred.",0,396
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Projects,The sidebar lists the projects in your team or workspace. The lock icon indicates a project that is private to members. Click the + icon to create a new project or a new portfolio.,0,180
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Header,"From the header, you can: Access drop-down menu with actions for the project, Favorite the project, Set a status for your project, View a list of project members and limited access members, Share your project, Access the customize menu.",0,236
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Top bar and quick add button,"From the top global top bar, you can: Run a global search, Click the Quick add button to create a task, project, team, or invite someone to Asana, Access your settings, profile, switch between your workspaces and organizations, create a new workspace or team, or log out.",0,271
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Main pane,"When you select a project, tag, or person from the sidebar, you'll see the relevant list of tasks in the main pane. This is also where you see search results, Inbox notifications and Messages. From the main pane, you can: Add a new task, section, milestone, or task template, Mark a task as complete or incomplete and view/edit the task name, Filter tasks, Sort tasks, Hide custom fields, Identify a task's assignee, due date, and other custom fields, Create a public link to the task, save...",0,493
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Task details pane,"The task details pane, is where you see the details for a task you've selected in the main pane. From the top of the task details pane, you can: Mark the task complete or incomplete, Like the task, attach files, add subtasks, copy the task url, track the time spent on the task, view the task in full screen, view more actions, and close the task details pane, Edit the task's name, Assign the task, Set a due date & time, Identify what project the task is in, or add it to a project, Set d...",0,493
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Important Spaces,"Home: From your home page, you can view the number of tasks completed and the number of people you have collaborated with during the past week or month. You can customize your home by dragging and dropping widgets from the customize panel. Click Customize to select the widgets you want to add. You can organize your widgets by dragging them around or clicking the three dot icon at the top of each widget to change its size or remove it from your home.",0,453
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,Inbox,"Inbox is your notification center for Asana. Your inbox displays updates on projects you're a member of, and tasks that you collaborate on or that are assigned to you within a given workspace or organization. You can control which projects you receive inbox notifications for through project notification settings. For more on Inbox check out this article.",0,356
https://help.asana.com/hc/en-us/articles/13974287963931-Navigating-Asana,My Tasks,"My Tasks acts as your individual to-do list and automatically gathers tasks assigned to you across all projects, enabling you to see and organize your work in one centralized place. You can view these tasks in different formats such as a list, board, or calendar, providing flexibility in how you manage and prioritize your work. For more on My tasks check out this article.",0,374
